cso_id,cso_name_english,cso_name_dhivehi,phone,email,web_presence,registration_number
2250,Society for the Island of Feydhoo Advancement (SIFA),ސޮސައިޓީ ފރޮ ދަ އައިލެންޑް އޮފް ފޭދޫ އެޑްވާންސްމަންޓް (ސިފަ),7910114,sifa@avasmail.com.mv,,2649
2251,Society for the Promotion of Democracy (Democratic Society),ސޮސައިޓީ ފރޮ ދަ ޕްރޮމޯޝަން އޮފް ޑިމޮކްރަސީ (ޑިމޮކްރަޓިކް ސޮސައިޓީ),,,,798
2252,Society of Kolamaafushi Youth,ސޮސައިޓީ އޮފް ކޮލަމާފުށި ޔޫތު,7932755,sky_kolamaafushi@live.com,,2329
2253,Society of Naval Architects and Marine Engineers Maldives,ސޮސައިޓީ އޮފް ނޭވަލް އރާކިޓެކްޓްސް އެންޑް މެރިން އިންޖިނިއރަސް މޯލްޑިވްސް,7944443,,,794
2254,Society of Obstetricians and Gynecologist of Maldives,ސޮސައިޓީ އޮފް އޮބްސްޓެޓްރިޝިއަންސް އެންޑް ގައިނިކޮލޮގިސްޓް އޮފް މޯލްޑިވްސް,7773372,,,793
2255,Society of Voluntary Impartments for Education and Women (Society VIW),ސޮސައިޓީ އޮފް ވޮލަންޓަރީ އިންޕާޓްމެންޓްސް ފރޯ އެޑިޔުކޭޝަން އެންޑް ވިމެން (ސޮްަސައިޓީ ވިއު),,ibrahim.wajdy@lycos.com,,2591
2256,"Socio Moral Activities, Rehabilitation and Training (SMART Society)",ސޯޝިއޯ މޯރަލް އެކްޓިވިޓީސް، ރިހެބިލިޓޭޝަން އެންޑް ޓްރެއިނިނގް (ސްމާޓް ސޮސައިޓީ),7781502،‎ 7619656,,,241
2257,Soleys,ސޮލޭސް,7748656,turecelaa@gmail.com,,1817
2258,Solidarity Movement of Maldives,ސޮލިޑަރިޓީ މޫވްމަންޓް އޮފް މޯލްޑިވްސް,7777911,,,2211
2259,Soneva Conservation and Sustainability Maldives,ސޮނެވާ ކޮންޒރަވޭޝަން އެންޑް ސަސްޓެއިނަބިލިޓީ މޯލްޑިވްސް,7792656/7781684,nafha@soneva.com,,1797
2260,Sonevaa Namoonaa,ސޮނެވާ ނަމޫނާ,7549220,surfmgr-fushi@soneva.com,,790
2261,Sounds of Laam,ސޭންޑްސް އޮފް ލާމް,7770257,sandsoflaamu@gmail.com,,2194
2262,South Ari Atoll Marine Protected Area (sampaa),ސައުތު އަރިއެޓޯލް މެރިން ޕްރޮޓެކްޓެޑް އޭރިއާ (ސަމްޕާ),7978828,,,789
2263,South Asia Foundation - Maldives,ސައުތު އޭޝިޔާ ފައުންޑޭޝަން - މޯލްޑިވްސް,7904902,hamdhan@safmail.org,,788
2264,South Asia Free Media Association Maldives,ސައުތު އޭޝިޔާ ފްރީ މީޑިޔާ އެސޯސިއޭޝަން މޯލްޑިވްސް,9927788,safma.maldives@gmail.com,,787
2265,South Asian Women's Association of Maldives,ސައުތް އޭޝިއަން ވުމެންސް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,9641862,,,786
2266,South Central Development Society,ސައުތު ސެންޓްރަލް ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,7783667,,,2210
2267,South Football Association,ސައުތު ފުޓްބޯލް އެސޯސިއޭޝަން,7995916,,,2590
2268,South Huvadhoo Association for Human Rights and Social Development,ސައުތުހުވަދޫ އެސޯސިއޭޝަން ފރޮ ހިޔުމަންރައިޓްސް އެންޑް ސޯޝަލް ޑިވެލޮޕްމަންޓް,7792807,abdullazuhair14.@gmail.com,,2419
2269,South Huvadhoo Association for Peace and Advance Development,ސައުތު ހުވަދޫ އެސޯސިއޭޝަން ފރޮ ޕީސް އެންޑް އެންހޭންސް ޑިވެލޮޕްމަންޓް,7781790,ahmed-manik@hotmail.com,,2418
2270,South Huvadhoo Partners,ސައުތް ހުވަދޫ ޕާޓްނރާސް,7421461,,,2490
2271,South Islands Development Association,ސައުތު އައިލޭންޑްސް ޑިވެލޮޕްމެންޓް އެސޯސިއޭޝަން,7796665,,,785
2272,South Taufeeq Foundation,ސައުތު ތައުފީޤް ފައުންޑޭޝަން,7772560,,,784
2273,South Teenage Association of Thinadhoo,ސައުތު ޓީނޭޖް އެސޯސިއޭޝަން އޮފް ތިނަދޫ,7866945,,,2417
2274,South Vaadhoo Association,ސައުތް ވާދޫ އެސޯސިއޭޝަން,7773227,,,783
2275,Southern Community Empowerment Association of Maldives,ސަދަން ކޮމިއުނިޓީ އެމްޕަވރަމަންޓް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7782034,sceam.info@gmail.com,,2589
2276,Southern Scouts,ސަދަން ސްކައުޓްސް,9999951,info.southernscouts@gmail.com,,2522
2277,Southern Stars of Addu,ސަދަން ސްޓރަސް އޮފް އައްޑޫ,7753003,,,2588
2278,Southern Surfaces Association,ސަދަން ސރަފާސް އެސޯސިއޭޝަން,9785119,test@gmail.com,,2491
2279,Special Olympics Maldives,ސްޕެޝަލް އޮލިމްޕިކްސް މޯލްޑިވްސް,7775735,,,782
2280,Spiritual Healers of Maldives,ސްޕިރިޗުއަލް ހީލރާޒް އޮފް މޯލްޑިވްސް,9749501,,,212
2281,Sportivo,ސްޕޯޓިވޯ,7729002,,,780
2282,Sports Association of Hoadedhoo,ސްޕޯޓްސް އެސޯސިއޭޝަން އޮފް ހނޯޑެއްދޫ,7662474,,,2482
2283,Sports Association of Nadellaa,ސްޕޯޓްސް އެސޯސިއޭޝަން އޮފް ނަޑެއްލާ,7993094,,,2475
2284,Sports Club City,ސްޕޯޓްސް ކްލަބް ސިޓީ,7759679,,,779
2285,Sports Club Dhirun,ސްޕޯޓްސް ކުލަބް ދިރުން,7798855,izzath-mys@hotmail.com,,2439
2286,Sports Club Fahulavaanu,ސްޕޯޓްސް ކުލަބް ފަހުލަވާނު,9933330,,,2024
2287,Sports Club Henveyru Dhekunu,ސްޕޯޓްސް ކްލަބް ހެންވޭރު ދެކުނު,7676886,,,778
2288,Sports Club Invictus,ސްޕރޯޓްސް ކްލަބް އިންވިކްޓޯ,,,,777
2289,Sports Club Pet Master,ސްޕޯޓްސް ކުލަބް ޕެޓް މާސްޓރަ,7996331,,,776
2290,Sports Club Phoenix,ސްޕޯޓްސް ކްލަބް ފީނިކްސް,7766863,,,775
2291,Sports Club Skylark,ސްޕޯޓްސް ކްލަބް ސްކައިލާކް,9977699,sportsclubskylark@gmail.com,,773
2292,Sports Club Suvaasti,ސްޕޯޓްސް ކްލަބް ސުވާސްތި,_,_,,319
2293,Sports Club Taibaa,ސްޕޯޓްސް ކްލަބް ޓައިބާ,7775226,sportsclubtiber@gmail.com,,2521
2294,Sports Club Veloaziyaa,ސްޕރޯޓްސް ކްލަބް ވެލޯޒިޔާ,9994131,,,772
2295,Sports Club Veloras,ސްޕޯޓްސް ކްލަބް ވެލޮރަސް,7870757,sc.valorous@gmail.com,,50
2296,Sports Club for Recreational Activities To Energetic Youth,ސްޕޯޓްސް ކުލަބް ފރޮ ރެކްރިއޭޝަނަލް އެކްޓިވިޓީސް ޓު އެނރަޖެޓިކް ޔޫތު,7914868,,,571
2297,Sports Education and Environmental Development Association (SEEDHAA),ސްޕޯޓްސް އެޑިއުކޭޝަން އެންޑް އެންވަޔަރަމެންޓަލް ޑިވެލޮޕްމެންޓް އެސޯސިއޭޝަން (ސީދާ),9778053,,,2456
2298,Sports Fishing Association of Maldives,ސްޕޯޓްސް ފިޝިންގް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,9953009,,,771
2299,Sports Medicine Association of Maldives,ސްޕޯޓްސް މެޑިސިން އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,,,,770
2300,Sports Writers Association of Maldives,ސްޕޯޓްސް ރައިޓރަސް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7774325,,,2126
2301,Sports and Environment Effort of Kendhoo (seek),ސްޕޯޓްސް އެންޑް އެންވަޔަރަމެންޓް އެފޯޓް އޮފް ކެންދޫ (ސީކް),"9801114, 7911735",seekf3@hotmail.com,,393
2302,Sportsclub Shining Star,ސްޕޯޓްސްކްލަބް ޝައިނިންގް ސްޓރަ,7406686,shiningstar@gmail.com,,774
2303,Staff Sukoyra,ސރާފު ސުކޮޔރަ,,,,277
2304,Standing Sports Club,ސްޓަނިނގް ސްޕޯޓްސް ކްލަބް,7949594,,,762
2305,Stars Sports Club,ސްޓރާ ސްޕޯޓްސް ކްލަބު,7791214,,,1735
2306,Start Up Maldives Network,ސްޓާޓް އަޕް މޯލްޑިވްސް ނެޓްވޯކް,7783013,hello@startup.mv,,1819
2307,Stelkoa Recreation Club,ސްޓެލްކޯ ރެކްރިއޭޝަން ކްލަވް,3320982,admin@stelco.com.mv,,768
2308,Stelkoa Research Foundation,ސްޓެލްކޯ ރިސރާޗް ފައުންޑޭޝަން,7781198،‎ 7944277,admin@stelco.com.mv,,1867
2309,Steps,ސްޓެޕްސް,7708255,,,767
2310,Stive Sports Club,ސްޓްރައިވް ސްޕޯޓްސް ކްލަބް,7788414,,,763
2311,Street King Riders,ސްޓްރީޓް ކިނގް ރައިޑާސް,7903308,,,766
2312,Strength of Society,ސްޓްރެންތް އޮފް ސޮސައިޓީ,7999368,sos.org@gmail.com,,765
2313,Strikers United,ސްޓްރައިކާސް ޔުނައިޓެޑް,7977155,,,764
2314,Success for Women Sports Society,ސަކްސަސް ފރޮ ވުމަން ސްޕޯޓްސް ސޮސައިޓީ,9992027,,,2520
2315,Suleimaaniye Maldives,ސުލެއިމާނިޔެ މޯލްޑިވްސް,9794464,,,1734
2316,Supra Gate,ސުޕރަ ގަޓް,7773427,,,2018
2317,Supra Sporting Boys,ސުޕރަ ސްޕޯޓިނގް ބޯއީޒް,9898610,supersportingboys.ngo@gmail.com,,261
2318,Supra United Sports,ސުޕރަ ޔުނައިޓެޑް ސްޕޯޓްސް,7900097,,,759
2319,Sustainable Islands,ސަސްޓޭނަބަލް އައިލޭންޑްސް,7958100,,,758
2320,Sustainable Tourism Maldives,ސަސްޓެއިނަބްލް ޓުއަރިޒަމް މޯލްޑިވްސް,6643147,test@gmail.com,,757
2321,T-Rex Basketball Club,ޓީ-ރެކްސް ބާސްކެޓްބޯލް ކްލަބް,9988739,info@trexbc.com,,710
2322,T. Guraidhoo Masveringe Jamiyya,ތ. ގުރައިދޫ މަސްވެރިންގެ ޖަމްޢިއްޔާ,9728004,tgmj2022@gmail.com,,2131
2323,T.Dhiyamigili Masveringe Kurimagu (DHIMAK),ތ.ދިޔަމިގިލި މަސްވެރިންގެ ކުރިމަގު (ދިމަކް),7773377,dhimaku@gmail.com,,2125
2324,T.F.M. Sports Club,ޓީ.އެފް.އެމް. ސްޕޯޓްސް ކްލަބް,7900462 ،‎9998266,tfmc.info@gmail.com,,1983
2325,T.Guraidhoo Development Society,ތ.ގުރައިދޫ ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,9694122,,,2132
2326,Table Tennis Association of South Province,ޓޭބަލް ޓެނިސް އެސޯސިއޭޝަން އޮފް ސައުތް ޕްރޮވިންސް,7904640,test@gmail.com,,2665
2327,Tadhkeeru,ތަޛްކީރު,,,,1881
2328,Taekwondo Association of Maldives,ތައިކްވޮންޑޯ އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7771645,taekwondo.mdv@gmail.com,,756
2329,Takandhoo Development Movement (t.d.m),ތަކަންދޫ ޑިވެލޮޕްމަންޓް މޫވްމަންޓް (ޓީ.ޑީ.އެމް),,,,49
2330,Takandhoo Development Rooh,ތަކަންދޫ އެކުވެރިންގެ ރޫޙް,"7782986, 7747652",ter-thakandhoo@hotmail.com,,48
2331,Takandhoo Youth Society,ތަކަންދޫ ޔޫތު ސޮސައިޓީ,7717242,ter-thakandhoo@hotmail.com,,47
2332,Take Care,ޓޭކް ކެއރަ,7786753,,,2587
2333,Talaal Aljeree Humanitarian Foundation,ޠަލާލް އަލްޖެރީ ހިއުމެނިޓޭރިއަން ފައުންޑޭޝަން,7903148,rasheed_abdulla@hotmail.com,,2519
2334,Target Community,ޓާގެޓް ކޮމިއުނިޓީ,"7976040, 9858558",maeash13@gmail.com,,440
2335,Teachers Association of Maldives,ޓީޗރަސް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7782103,tam.maldives@gmail.com,,755
2336,Team Badhahi,ޓީމް ބަދަހި,9771412,,,754
2337,Team Ihavandhoo,ޓީމް އިހަވަންދޫ,7676158,ti_ihavandhoo@gmail.com,,31
2338,Team Kaashidhoo,ޓީމް ކާށިދޫ,,,,601
2339,Team Zenafon,ޓީމް ޒެނަފޮން,,,,753
2340,Teenage Juniors,ޓީނޭޖް ޖޫނިއރަސް,9995563,,,752
2341,Teenage Sports Club,ޓީނޭޖް ސްޕޯޓްސް ކްލަބް,7778701,,,751
2342,Tenadhuaa United (TEN United),ތެނަދުއާ ޔުނައިޓެޑް (ޓެން ޔުނައިޓެޑް),,,,2415
2343,Tent Sports Club,ޓެންޓް ސްޕޯޓްސް ކްލަބް,7779695,tentsports@gmail.com,,750
2344,Thaajudheen Club,ތާޖުއްދީން ކްލަބް,,,,749
2345,Tharaha,ތަރަހަ,7992121,,,748
2346,Thari,ތަރި,7981060,,,747
2347,Tharika,ތަރިކަ,7771577,,,746
2348,The Baani Centre for International Policy,ދި ބާނި ސެންޓރަ ފރޯ އިންޓރަނޭޝަނަލް ޕޮލިސީ,7999268,test@gmail.com,,743
2349,The Beginners,ދަ ބިގިނރާސް,7908715،‎ 7789383,clubthebeginners@gmail.com,,410
2350,The Bodybuilding Federation of Maldives,ދަ ބޮޑީބިލްޑިން ފެޑެރޭޝަން އޮފް މޯލްޑިވްސް,7941270,,,742
2351,The Employees Association of Maldives,ދި އެމްޕްލޮއީސް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7901162,test@gmail.com,,740
2352,The Futsal Town,ދަ ފުޓްސަލް ޓައުން,,,,739
2353,The Grande Amigos New Generation Sports Club,ދަ ގްރާންޑޭ އަމީގޯސް ނިއު ޖެނެރޭޝަން ސްޕޯޓްސް ކްލަބް,9993344,,,1509
2354,The Group Sports Club,ދަ ގްރޫޕް ސްޕޯޓްސް ކްލަބް,7786306,,,738
2355,The Island Community (The I Com),ދަ އައިލެންޑް ކޮމިއުނިޓީ (ދަ އައި ކޮމް),6891087,theislandcommunity@gmail.com,,2664
2356,The Islanders Association,ދަ އައިލެންޑރާސް އެސޯސިއޭޝަން,9779103,,,2209
2357,The Koralvil Community,ދަ ކޮރަލްވިލް ކޮމިއުނިޓީ,7778406,,,1733
2358,The Law Council of Maldives,ދަ ލޯ ކައުންސިލް އޮފް މޯލްޑިވްސް,7775205,,,736
2359,The Law Society of Maldives,ދަ ލޯސޮސައިޓީ އޮފް މޯލްޑިވްސް,,,,735
2360,The Learning Society of Maldives,ދަ ލރާނިނގް ސޮސައިޓީ އޮފް މޯލްޑިވްސް,7784107,,,734
2361,The Maldives Chef Union,ދަ މޯލްޑިވްސް ޝެފް ޔޫނިއަން,9986999 ،‎ 9560606,ahmedashrafmaldives@gmail.com,,1863
2362,The Maldives Dancers Society,ދަ މޯލްޑިވްސް ޑާންސާސް ސޮސައިޓީ,956066,shumbagong@gmail.com,,1814
2363,The Maldives Policy Think Tank,ދަ މޯލްޑިވްސް ޕޮލިސީ ތިންކް ޓޭންކް,7782747،‎ 9363333,info@thelitigants.com.mv   evaabdulla78@gmail.com,,1864
2364,The Maldivian Flyboard Association,ދަ މޯލްޑިވިއަން ފްލައިބޯޑު އެސޯސިއޭޝަން,,,,732
2365,The Maumoon Foundation,ދަ މައުމޫން ފައުންޑޭޝަން,7981500,gs.maumoonfoundation@gmail.com,,731
2366,The Nautical Institute,ދަ ނޯޓިކަލް އިނސްޓިޓިއުޓް,7788121,,,730
2367,The Nautilus Foundation,ދަ ނޯޓިލަސް ފައުންޑޭޝަން,7597935,aishath.zeena@reollo.com,,1781
2368,The Pharmaceutical Association,ދަ ފާމަސުޓިކަލް އެސޯސިއޭޝަން,7972646,mphdassociation@gmail.com,,729
2369,The Reading Room,ދަ ރީޑިންގް ރޫމް,7786970,aathazz@gmail.com,,1854
2370,The Scout Association of Maldives (S.A.M),ދަ ސްކައުޓް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް (އެސް.އޭ.އެމް),3317514,info@scout.com.mv,,728
2371,The Small Island Conservation,ދަ ސްމޯލް އައިލެންޑް ކޮންޒރަވެންސީ,9998750,thesilc.mv@gmail.com,,1732
2372,The Sunshine Association of Maldives,ދަ ސަންޝައިން އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7831905 / 7996372,,,2359
2373,The Vibe,ދަ ވައިބް,7767700,,,727
2374,The Women's Society,ދަ ވިމެންސް ސޮސައިޓީ,7781886,,,726
2375,Thimarafushi Boat Association (T.N.A),ތިމަރަފުށީ ނޯތް އެސޯސިއޭޝަން (ޓީ.އެން.އޭ),6780702,,,2092
2376,Thimarafushi Ekuveringe Aa Rooh,ތިމަރަފުށި އެކުވެރިންގެ އާ ރޫޙް,7931490,thimarafushee_ekuveringe_aarooh@hotmail.com,,2094
2377,Thimarafushi Friendly Players Sports Club,ތިމަރަފުށީ ފްރެންޑްލީ ޕްލެޔާސް ސްޕޯޓްސް ކްލަބް,9995838,thimarafushifriendlyplayers@gmail.com,,2093
2378,Thimarafushi Masveringe Jamiyya,ތިމަރަފުށީ މަސްވެރިންގެ ޖަމްޢިއްޔާ,9988772,,,2096
2379,Thimarafushi Youth Club,ތިމަރަފުށީ ޔޫތް ކްލަބު,7768863,thimarafusheeyouthclub@gmail.com,,2095
2380,Thimarafushi Youth Development Association (TAYDA),ތިމަރަފުށީ ޔޫތް ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން (ޓައިޑާ),7764286,yctyda@gmail.com,,2091
2381,Thimarafushi Youth Movement and Entertainment Society (TAYMES),ތިމަރަފުށި ޔޫތް މޫވްމަންޓް އެންޑް އެންޓަޓައިންމަންޓް ސޮސައިޓީ (ޓައިމްސް),"7515571 ,7748444",tymessociety@gmail.com,,2090
2382,Thinadhoo Association for Youth Development and Empowerment (TAYD),ތިނަދޫ އެސޯސިއޭޝަން ފރޮ ޔޫތު ޑެވެލޮޕްމަންޓް އެންޑް އެންޕަވރަމެންޓް (ޓޭޑް),9766989,tayde.org.mv@gmail.com,,2414
2383,Thinadhoo Football Association (T F A),ތެނަދޫ ފުޓްބޯޅަ އެސޯސިއޭޝަން (ދި އެފް އޭ,7773638,,,2416
2384,Thinadhoo Youth Movement for Environment and Sports,ތިނަދޫ ޔޫތް މޫވްމަންޓް ފރޮ އެންވަޔަރަންމަންޓް އެންޑް ސްޕޯޓްސް,7776434,,,2413
2385,Tiladhunmati Eid,ތިލަދުންމަތި އެއިޑް,9493099/ 9566747,_,,116
2386,Tiny Drops,ޓައިނީ ޑްރޮޕްސް,9735119,tinydrophollisticentre@gmail.com,,722
2387,Tiny Hearts of Maldives,ޓައިނީ ހރާޓްސް އޮފް މޯލްޑިވްސް,9990846,info@tinyheartsofmaldives.org,,721
2388,Tiny Island Conservation,ޓައިނީ އައިލެންޑް ކޮންޒަވޭޝަން,7789330,info@tinyislandvolunteers.com,,474
2389,Titans Sports Club,ޓައިޓަންސް ސްޕޯޓްސް ކުލަބް,7705786,,,720
2390,Tiun Association,ޓިއުން އެސޯސިއޭޝަން,,,,473
2391,Tnudi Encouraging Community,ތނުޑި އެންކަރޭޖިނގް ކޮމިއުނިޓީ,,,,2231
2392,Todoo Development Association,ތޮއްޑޫ ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން,,,,1943
2393,Todoo Football Club,ތޮއްޑޫ ފުޓްބޯޅަ ކްލަބް,,,,1942
2394,Todoo Sustainable Development Association,ތޮއްޑޫ ސަސްޓެއިނަބަލް ޑިވެލޮޕްމަންޓް އެސޯސިއޭޝަން,7785324/ 9654448,thoddoosda@gmail.com,,1941
2395,Todoo Youth Movement,ތޮއްޑޫ ޔޫތު މޫވްމަންޓް,7952444/ 9848301,admin@thoddooyouthmovement.info,,1940
2396,Tolabatul Nooru Foundation,ޠޮލަބަތުލް ނޫރު ފައުންޑޭޝަން,7979891,,,392
2397,Topsee,ޓޮޕްސީ,9138222,shiyaama2998@gmail.com,,719
2398,Torture Victims Association of Maldives,ޓޯޗރަ ވިކްޓިމަސް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,,,,718
2399,Tour Guide Association of Maldives,ޓުއރަ ގައިޑް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7775990,info@tgamaldives.com,,717
2400,Tourism Association For Noonu (teyn),ޓޫރިޒަމް އެސޯސިއޭޝަން ފޯ ނޫނު (ޓޭން),9790500,,,235
2401,Tourism Employees Association of Maldives,ޓޫރިޒަމް އެމްޕްލޯއީސް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,3338995,info@teamamaldives.com,,716
2402,Tourism Voatra Sports Association,ޓޫރިޒަމް ވޯޓރަ ސްޕޯޓްސް އެސޯސިއޭޝަން,7901902,,,1731
2403,Trade Club,ޓްރޭޑް ކްލަބް,3323668,info@trade.gov.mv,,715
2404,Traditions and Hope,ޓްރެޑިޝަންސް އެންޑް ހޯޕް,7977896,,,714
2405,Transparency Maldives,ޓްރާންސްޕޭރަންސީ މޯލްޑިވްސް,3304017,office@transparencymaldives.org,,713
2406,Treasury Social Club,ޓްރެޜަރީ ސޯޝަލް ކުލަބް,3349218,bureau@finance.gov.mv,,712
2407,Tree Maldives,ޓްރީ މޯލްޑިވްސް,7701213,treemaldives@gmail.com,,711
2408,Trees Nuvae,ތިރީސް ނުވައެއް,7793316,,,1722
2409,Triathlon Association of Maldives,ޓްރައިތްލޯން އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,9992876,triathlon.mdv@gmail.com,,709
2410,Trinity College Dhivehi Muskulhi Former Students Jamiyya,ޓްރިނިޓީ ކޮލެޖްގެ ދިވެހި މުސްކުޅި ދަރިވަރުންގެ ޖަމްޢިއްޔާ,,,,708
2411,Tropical Waves,ޓްރޮޕިކަލް ވޭވްސް,7886625,tropicalwaves.ch@gmail.com,,1726
2412,Trouble Association of Maldives,ތްރޯބޯލް އެސޯސިއޭޝަން އޮފް މޯލްޑިވްސް,7907699,,,725
2413,Tulhaadhoo Ekuveringe Gulhun,ތުޅާދޫ އެކުވެރިންގެ ގުޅުން,7778076,,,439
2414,Tulhaadhoo Evenchers Sports,ތުޅާދޫ އެވެންޗާސް ސްޕޯޓްސް,7729002,,,724
2415,Tulhaadhoo Responsible Youth Club,ތުޅާދޫ ރެސްޕޮންސިބަލް ޔޫތް ކްލަބް,7778733 / 7918339,thulhaadhooyouth@gmail.com,,438
2416,Tulhaadhoo Silvershine Club,ތުޅާދޫ ސިލްވރަޝައިން ކްލަބް,"7767005, 7914889",clubtss50@gmail.com,,437
2417,Tulhaadhoo Sports Club,ތުޅާދޫ ސްޕޯޓްސް ކްލަބް,"7902876, 7990055",thulhaadhoosportsclub@gmail.com,,436
2418,Tulhaadhoo Youth Development Society,ތުޅާދޫ ޔޫތު ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,7827500,,,435
2419,Tulhaadhoo Youth Movement,ތުޅާދޫ ޔޫތު މޫވްމަންޓް,7966757,,,434
2420,Tulhaadhoo Zuvaagnunge Gulhun,ތުޅާދޫ ޒުވާޏުންގެ ގުޅުން,,,,723
2421,Tuna Longline Fisheries Association,ޓޫނާ ލޯންގްލައިން ފިޝަރީޒް އެސޯސިއޭޝަން,9998862,tunalonglinefishassociation@gmail.com,,707
2422,Turaakunu Integrated Empowerment Society,ތުރާކުނު އިންޓރަގްރޭޓެޑް އެމްޕަވރަމެންޓް ސޮސައިޓީ,7766452,ismile.shafiu@gmail.com,,44
2423,Turaakunu Island Development Society,ތުރާކުނު އައިލެންޑް ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,"ރައީސް ( ޢަލީ ރަޝީދު) 7952252
ނ. ރައީސް (އަޙްމަދު )7863765",tidsthuraakunu@gmail.com,,45
2424,Turaakunu Youth Society ( Tais ),ތުރާކުނު ޔޫތު ސޮސައިޓީ ( ޓައިސް ),7999183,thuraakunuyouthsociety@gmail.com,,43
2425,Turkey Maldives Friendship Association,ޓރާކީ މޯލްޑިވްސް ފުރެންޝިޕް އެސޯސިއޭޝަން,9859223/7791555,admin@nazaki.com,,1830
2426,Turkish-Maldives Friendship Society,ޓރަކިޝް- މޯލްޑިވްސް ފްރެންޑްޝިޕް ސޮސައިޓީ,,,,706
2427,Turtle Conservation Society of Maldives,ޓރާޓަލް ކޮންސަވޭޝަން ސޮސައިޓީ އޮފް މޯލްޑިވްސް,,maldivianturtle@gmail.com,,705
2428,U.W.C Maldives,ޔޫ.ޑަބްލިޔު.ސީ މޯލްޑިވްސް,3322475,info@aftfoundation.org.mv,,684
2429,Ugail Foundation,އުގައިލް ފައުންޑޭޝަން,7960190,,,704
2430,Ukraine- Maldives Business Council,ޔުކްރެއިން- މޯލްޑިވްސް ބިޒްނަސް ކައުންސިލް,7772506,,,703
2431,Ukulhahu United Association (U.U.A),އުކުޅަހު ޔުނައިޓެޑް އެސޯސިއޭޝަން (ޔޫ.ޔޫ.އޭ),,,,1936
2432,Ukulhas Hope,އުކުޅަސް ހޯޕް,,ukulhashope@gmail.com,,1935
2433,Umeedhul Uma,އުމީދުލް އުއްމަ,7775222,,,702
2434,Undera the Coral,އަންޑރާ ދަ ކޮރަލް,,,,701
2435,Ungoofaaru Fostering Awareness Association (UFAA),އނުގޫފާރު ފޮސްޓަރިނގް އެވެއރަނެސް އެސޯސިއޭޝަން (އުފާ),7951316,_,,314
2436,Unified Development Society,ޔުނިފައިޑް ޑިވެލޮޕްމަންޓް ސޮސައިޓީ,9555006,uniifiedmaldives@gmail.com,,306
2437,Union for Employment Agencies of the Maldives,ޔޫނިއަން ފރޮ އެމްޕްލޯއިމަންޓް އެޖެންސީސް އޮފް ދަ މޯލްޑިވްސް,7774336,ueamaldives@gmail.com,,700
2438,Union for Marine Conservation and Climate Change,ޔޫނިއަން ފރޯ މެރިން ކޮންޜަވޭޝަން އެންޑް ކްލައިމެޓް ޗޭންޖް,7202484,,,2672
2439,Unique Sports Club,ޔުނިކް ސްޕޯޓްސް ކުލަބް,7954625 7935479 7783179,,,2068
2440,Unique Sports Club (male'),ޔުނިކް ސްޕރޯޓްސް ކުލަބް (މާލެ),7726018,,,699
2441,Unit Club,ޔުނިޓް ކްލަބް,,,,585
2442,United Alliance of Vaadhoo,ޔުނައިޓެޑް އެލަޔަންސް އޮފް ވާދޫ,7973521,info@unitedallianceofvaadhoo.org,,2455
2443,United Artists of Maldives,ޔުނައިޓެޑް އރާޓިސްޓްސް އޮފް މޯލްޑިވްސް,7873892,test@gmail.com,,698
2444,United Brothers,ޔުނައިޓެޑް ބްރަދާސް,7980072,,,2463
2445,United Dharavandhoo,ޔުނައިޓެޑް ދަރަވަންދޫ,9877947,unite.dharavandhoo@gmail.com,,427
2446,United Farmers Union (U.F.U),ޔުނައިޓެޑް ފރާމާސް ޔުނިއަން (ޔޫ.އެފް.ޔޫ),,,,2648
2447,United Ireland Rz Association,ޔުނައިޓެޑް އައިލޭންޑާ ރޒް އެސޯސިއޭޝަން,7783931,,,695
2448,United Islamic Society,ޔުނައިޓެޑް އިސްލާމިކް ސޮސައިޓީ,7748000/7988339/7704557,uis.org@gmail.com,,2055
2449,United Island Dynamics,ޔުނައިޓެޑް އައިލެންޑް ޑައިނަމިކްސް,7774985,,,696
2450,United Mushtaree,ޔުނައިޓެޑް މުޝްތަރީ,7930343,info@unitedmushtharee.com,,584
