facility_id,facility_name,facility_type,island_id,matched_island_name,atoll_id,matched_atoll_name,address,rooms,beds,berths,phone,email,website,fax,resort_phone,resort_email,resort_fax,operator,owner_lessee,management,match_score,match_status,facility_type_original,atoll_name,island_name
1013,Soneva Fushi Resort,resort,,,3.0,Baa,,165,330,0,3017201,mgr-male@soneva.com,,,660 0304,mail@soneva.com,660 0304,"Soneva Management (BVI) Limited
Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives","Bunny Holdings (BVI) Ltd.
Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives","Soneva Management (BVI) Limited
Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives",,unmatched,Resort,Baa,Kunfunadhoo
1014,Soneva in Aqua,vessel,,,,,Soneva in Aqua,2,4,0,7792656,mgr-male@soneva.com,,3324660,,,,"Appledoor Villa Pvt Ltd 
Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives","Sia Investments (BVI) Ltd 
Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
1015,Soneva Jani,resort,,,16.0,Noonu,,79,158,0,"6600304
3326686",patrickm@soneva.com,,6600374,656 6666,reservations@soneva.com,656 6666,"Soneva Management (BVI) Ltd. 
Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Repubic of Maldives","Hillside Villa Pvt Ltd 
Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Maldives",,,unmatched,Resort,Noonu,Medhufaru
1016,Soneva Secret,resort,,,10.0,Haa Dhaalu,-,30,60,0,7792656,mgr-male@soneva.com,,-,4010000,reservations@soneva.com,4010000,"Secret Venture Pvt Ltd 
H. Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives","Secret Venture Pvt Ltd 
H. Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Republic of Maldives","Soneva Management (BVI) Ltd (FC)
H. Jazeera Building, 4th Floor
Boduthakurufaanu Magu
Male', Republic of Maldiv",,unmatched,Resort,Haa Dhaalu,Dhipparufushi
1017,Song of Meeru,vessel,,,,,Song of Meeru,3,6,0,7729277,"cfo@champaresorts.com
doo@meeru.com",,6640152,,,,"Kasa Holdings Pvt Ltd 
Champa Building, 3rd Floor
Kani Dhonmaniku Goalhi
Male,'Republic of Maldives","Global Pvt Ltd 
Champa Building, 3rd Floor
Male', Republic of Maldives",,,no_island_provided,Vessel,,
1018,Sorenzo Maldives,guesthouse,180.0,Omadhoo,20.0,Thaa,Dhoonidhoo,5,10,0,7950013,birdbeakbeach@gmail.com,,,,,,"Shady Fronds (SP)
Hassan Mohamed 
Finihiyaage
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives","Ibrahim Mohamed 
Dhandumatheege, Ameenee Magu
Omadhoo, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Omadhoo
1019,South Palm Resort Maldives,resort,,,18.0,Seenu,,130,260,0,6890010,reservations@southpalmresort.com,,,6890009,reservations@southpalmresort.com,6890009,"South Palm Maldives Pvt Ltd 
Keytha 
Feydhoo, Seenu Atoll
Republic of Maldives","South Palm Maldives Pvt Ltd 
Keytha 
Feydhoo, Seenu Atoll
Republic of Maldives",,,unmatched,Resort,Seenu,Ismehelahera Kedevaahera
1020,Southern Cross (Southern Holidays),vessel,,,,,,13,40,0,9554407,Ibrahimshiyar763@gmail.com,,,,,,"Southern Holidays (SP)
Ibrahim Shiyar 
G. Reethimaage
Nirolhumagu
Male', Republic of Maldives","Ibrahim Shiyaar 
G. Reethimaage
Nirolhumagu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
1021,Splendour Grand,guesthouse,30.0,Maalhos,3.0,Baa,"Victory House, Roashanee Magu",4,8,0,"9926605
7797527",ganmedhuinvestment@gmail.com,,,,,,"Ganmedhu Investment Pvt Ltd 
Victory House
Maalhos, Alifu Alifu Atoll
Republic of Maldives","1. Ahmed Saleem Hassan 
2. Rasheeda Adam 
Victory House
Maalhos, Alifu Alifu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Maalhos
1022,Star Shell,guesthouse,,,11.0,Kaafu,"Hulhumale', Lot no: 1106",15,30,0,7790102,fazal@mustore.mv,,,,,,"Relax Travel and Tours Pte LtdM. Vegaa Store Building
Kendhigas Hingun
Male', Republic of Maldives","Shahuzan Hassan 
H. Silk Wood
Moonima Hingun
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
1023,Starry Beach Inn,guesthouse,,,11.0,Kaafu,"Hulhumale', Lot No. 10366, PointNayaa, Hirundhu Hingun",15,30,0,9199555,shifau00@gmail.com,,,,,,"Ocean Blu International Pvt Ltd 
Shabnam, Sh. Goidhoo, 
Republic of Maldives","Shameema Adam 
H. Point Hiyaa, 
Male' , Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
1024,Starry View,guesthouse,,,11.0,Kaafu,"Hulhu Male', Lot No. 10841, BadhushaaMahel, Nirolhu Magu",8,16,0,9199555,shifau00@gmail.com,www.obttmv.com,,,,,"Ocean Blu International Pvt Ltd 
H.Xenon, 2nd Floor, 
Kinbigas Magu, 
Male', Republic of Maldives","Badhurunnisa 
Hulhu Male', Lot No. 10841, 
Badhushaa Mahel, 
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
1025,Stay Kora,guesthouse,189.0,Thinadhoo,21.0,Vaavu,"Alivaage 2, Kaleyfaanu Magu",3,6,0,7420900,maniu.md@hotmail.com,-,-,,,,"The Pecten (SP) | Mohamed Maniu 
Ma. Thinhiri,
Kaaminee Magu, 
Male', Republic of Maldives","Ahmed Rasheed 
Hulhu Male' Flat no. 95-G-02, 
Male', Republic of Maldives",,100.0,matched,Guest House,Vaavu,Thinadhoo
1026,Stay Mikado,guesthouse,181.0,Thimarafushi,20.0,Thaa,"Orchidmaage, Thaa, Thimarafushi",12,24,0,9100413,stay@stayislands.mv,,,,,,"Stay Islands Pvt Ltd 
M. nectar (6th Floor, Block A) 
Asaree Hingun 
Male', Republic of Maldives","1. Ahmed Riyaz 
Orchidmaage 
Thimarafushi, Thaa Atoll
Republic of Maldives

2. Abdulla Riyaz
Orchidmaage 
Thimarafushi, Thaa Atoll
Republic of Maldives",,100.0,matched,Guest House,Thaa,Thimarafushi
1027,Stay Salty,guesthouse,90.0,Gaafaru,11.0,Kaafu,Kudhimaage,8,16,0,9169060,staysaltymaldives@gmail.com,,,,,,"Stay Salty (SP)
Ibrahim Rasheed 
Kudhimaage
Gaafaru, Kaafu Atoll
Republic of Maldives","Ibrahim Rasheed
Kudhimaage
Gaafaru, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Gaafaru
1028,Stay Vashafaru,guesthouse,75.0,Vashafaru,9.0,Haa Alifu,"Finiroalhi, Huraagandu Magu",4,8,0,9800524,stayvashafaru.mv@gmail.com,,-,,,,"Immense investments (SP | Ali Shahid 
Dhaftharu No 7, 
Velidhoo, Noonu Atoll, 
Republic of Maldives","Adam Shahidh
Vaimatheege, 
Vashafaru, Haa Alifu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Haa Alifu,Vashafaru
1029,Stella 1,vessel,,,,,Stella - 1,2,4,0,7944769,info@yachtmaldives.com,,,,,,"Grand Italia Pvt Ltd 
H. Crest ( 6th Floor)
Finifenmaa Goalhi","Ahmed Nasru 
Fukkafamaage 
Hulhudhoo, Seenu Atoll 
Republic of Maldives",,,no_island_provided,Vessel,,
1030,Stella 2,vessel,,,,,,2,6,0,"3340594
9113287
7783550","info@yachtmaldives.com
assadhalioo@gmail.com",,,,,,"Holserv Pvt Ltd
H. Crest, 5th floor 
Finifenmaa Goalhi
Male', Republic of Maldives","Holserv Pvt Ltd
H. Crest, 5th floor 
Finifenmaa Goalhi
Male', Republic of Maldives",,,no_island_provided,Vessel,,
1031,Stingray Beach Inn,guesthouse,96.0,Maafushi,11.0,Kaafu,"	1. Fiyaadhaage 2. Fiyaadhaage Uthurubai,  Ziyaarai Magu",10,20,0,7776806,info@stingraybeachinn.com,www.stingraybeachinn.com,,,,,"Triton Group Pvt Ltd
White Fish
Ziyaaraiy Magu
Maafushi, Kaafu Atoll
Republic of Maldives","Owner of Fiyaadhaage
Naseema Adam
Fiyaadhaage, K. Maafushi
Republic of Maldives

Owner of Fiyaadhaage Uthurubai
Hassan Ali 
Fiyaadhaage, K. Maafushi
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
1032,Stone Beach Club,guesthouse,89.0,Dhiffushi,11.0,Kaafu,Dhevelikinaraa,12,24,0,9993411,info@stonehotels.mv,http://www.stonehotels.mv/,,,,,"Stone Hotels Maldives Pvt Ltd
M. Stella, 07th Floor, Feeroazu Magu, 
Male', Republic of Maldives","Ahmed Jaaveed 
Dhevelikinaraa, 
K. Dhiffushi, Republic of Maldives",,100.0,matched,Guest House,Kaafu,Dhiffushi
1033,Stone Hotels Dhiffushi,hotel,89.0,Dhiffushi,11.0,Kaafu,"Asseyri, Keyolhube Hingun",38,76,0,3328888,"reservation@stonehotels.mv
paul.benedict@stonehotels.com",,-,,,,"Stone Hotels Maldives Pvt. Ltd.
M. Stella, 6th Floor
Male', Republic of Maldives","Abdul Razzaq 
Viludhoshuge
Dhiffushi, Kaafu Atoll
Republic of Maldives",,100.0,matched,Hotel,Kaafu,Dhiffushi
1034,Suffix Retreat,guesthouse,61.0,Fuvahmulah,8.0,Gnaviyani,"Miskihmagu, Mazaa Violet Magu",7,14,0,7901719,suffixretreat@outlook.com,suffixretreat.com,,,,,"Suffix Investment (SP)
Mohamed Zahir 
Miskihmagu, Mazaa                    
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives","Mohamed Zahir 
Miskihmagu, Mazaa                             
Fuvahmulah, Gnaviyani Atoll
Republic of Maldives",,100.0,matched,Guest House,Gnaviyani,Fuvahmulah
1035,Summer Beach,guesthouse,,,11.0,Kaafu,"H. Campus Beach, Boduthakurufaanu Magu",28,56,0,3335550/ 7959592,summerbeachmv@gmail.com,,,,,,"Summer Beach Maldives Pvt Ltd 
M. Manila, 2nd Floor
Rahdhebai Magu
Male', Republic of Maldives","Ahmed Ibrahim Didi
H. Campus Beach
Boduthakurufaanu Magu
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
1036,Summer Home,guesthouse,67.0,Kelaa,9.0,Haa Alifu,Vaadhee,9,18,0,7793338,info@summerhomekelaa.com,www.summerhomekelaa.com,,,,,"Hussain Farooq Qasim 
Vaadhee
Ha. Kelaa
Republic of Maldives","Hussain Farooq Qasim 
Vaadhee
Ha. Kelaa
Republic of Maldives",,100.0,matched,Guest House,Haa Alifu,Kelaa
1037,Summer Inn Thoddoo,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,salaam,4,8,0,9699993,summerinnthoddoo@gmail.com,,,,,,"Muaz Abdulla 
Hilihilaage
AA. Thoddoo
Republic of Maldives","Muaz Abdulla 
Hilihilaage
AA. Thoddoo
Republic of Maldives

Shifa Mohamed (A307042)
V. Medeljehige 
Male', Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
1038,Summer Island Maldives,resort,,,11.0,Kaafu,,157,314,0,"3322212
3318005",reservations@summerislandmaldives.com,,3318057,664 1949,reservations@summerislandmaldives.com,664 1949,"Kaimoo Travels and Hotel Services Pvt. Ltd.
H. Maagala
Meheli Goalhi
Male', Republic of Maldives","Ziyaraiy Maldives Pvt. Ltd. 
M. Nooranee Aage 
Ameer Ahmed Magu
Male', Republic of Maldives",-,,unmatched,Resort,Kaafu,Ziyaaraiyfushi
1039,Summer Sky Thoddoo,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,Naares,16,8,0,7996653,summerskythoddoo@gmail.com,,,,,,"Aseel Shahidh
Hilihilaage 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives","Ibrahim Shahid
Hilihilaage 
Thoddoo, Alifu Alifu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
1040,Summer Vibes Beach Front,guesthouse,6.0,Rasdhoo,1.0,Alifu Alifu,Ethuma,6,12,0,9522626,faxun70@gmail.com,,,,,,"Summer Vibes Beach Front 
Hussain Fazoon 
Luboagasdhoshuge
Rasdhoo, Alifu Alifu Atoll
Republic of Maldives","Wafir Adam 
Magukolhuge
AA.Rasdhoo
Rep. of Maldives",,100.0,matched,Guest House,Alifu Alifu,Rasdhoo
1041,Summer Villa Guest House,guesthouse,96.0,Maafushi,11.0,Kaafu,Spring Villa,15,30,0,7773087,summervillamaldives@gmail.com,,,,,,"Mr. Abdulla Naseem
Kahanbu Thila
Maafushi, Kaafu Atoll 
Republic of Maldives","Mr. Abdulla Naseem
Kahanbu Thila
Maafushi, Kaafu Atoll 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
1042,Sun and Surf,guesthouse,97.0,Thulusdhoo,11.0,Kaafu,"Voss, Neruveli Magu",10,20,0,7955410,raalhu.im@gmail.com,,,,,,"Sun and Surf (SP)
Ibrahim Mauroof
Poonam
Thulusdhoo, Kaafu Atoll
Republic of Maldives","Ibrahim Mauroof
Poonam
Thulusdhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Thulusdhoo
1043,Sun Beach Dhigurah,guesthouse,10.0,Dhigurah,2.0,Alifu Dhaalu,"Nooraaneevilla, Chaandhanee Magu",5,10,0,7745277,info@sunbeachdhigurah.com,,,,,,"Sofiyya investment (SP) | Mohamed Siyam
Maafolheyge, 
Chaandhanee Magu, 
Dhigurah, Alifu Dhaalu Atoll, Republic of Maldives","Shaira Adam
Nooraanee Villa, 
Dhigurah, Alifu Dhaalu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Dhigurah
1044,Sun Cruiser (Karma Fushi),vessel,,,,,,16,33,0,7778856,hussain@ecodiversmaldives.mv,,,,,,"Eco Divers Pvt Ltd (C)
H. Coral Reef
Boduthakurufaanu Magu
Male', Republic of Maldives","Timeless Group Pvt Ltd (C)
H. Saman Villa
Vaijehey Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
1045,Sun Seeker,vessel,,,,,,10,20,0,7913194,maldives@topclasscrusing.com,,,,,,"Top Class Cruising Pvt Ltd 
Niamaa
Elhe Didi Magu
Hithadhoo, Seenu Atoll
Addu City, Republic of Maldives","Timeless Group Pvt.Ltd.
H.Samanvilla
Vaijehey Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
1046,Sun Shade Inn,guesthouse,55.0,Hoadehdhoo,7.0,Gaafu Dhaalu,"Malas, Sunset",9,18,0,9775424,sunshadeinn@gmail.com,,,,,,"ANP Investment 
Abdulla Areesh 
Giulhilaashimaage 
Hoadedhdhoo, Gaafu Dhaalu Atoll
Republic of Maldives","1. Mohamed Arafaath
Raiyvillaage 
Hoadedhdhoo, Gaafu Dhaalu Atoll
Republic of Maldives

2. Mohamed Ujail 
Dhaftharu No. RS 6753
Male', Republic of Maldives",,100.0,matched,Guest House,Gaafu Dhaalu,Hoadehdhoo
1047,Sun Siyam Iru Fushi Maldives,resort,,,16.0,Noonu,,224,448,0,3325977,info@sunsiyam.com,,"3333897/
332 0419",6560591,ecommerce.irufushi@sunsiyam.com,6560591,"Sun Travels & Tours Pvt Ltd
H. Sun Siyam Building
Boduthakurufaanu Magu
Male', Republic of Maldives","Sun Travels & Tours Pvt Ltd
H. Sun Siyam Building
Boduthakurufaanu Magu
Male', Republic of Maldives","Iru Hotels & Resorts Pvt Ltd,
H. Sun Siyam Building, 
Boduthakurufaanu Magu, 
Male', Republic of Maldives",,unmatched,Resort,Noonu,Medhafushi
1048,Sun Siyam Iru Veli Maldives,resort,,,4.0,Dhaalu,,127,254,0,3325977,info@sunsiyam.cm,,3333897,6760022,rsvn.iruveli@sunaqua.com,6760022,"Ocean Islands Pvt Ltd 
H. Sun Siyam Building
Boduthakurufaanu Magu
Male', Republic of Maldives","Ocean Islands Pvt Ltd 
H. Sun Siyam Building
Boduthakurufaanu Magu
Male', Republic of Maldivesmaldives.com.mv",,,unmatched,Resort,Dhaalu,Aluvifushi
1049,Sun Siyam Olhuveli Maldives,resort,,,11.0,Kaafu,,384,768,0,3325977,info@sunsiyam.com,,3333897,6642788,customercare@olhuvelimaldives.com,6642788,"Emerald Resort Pvt. Ltd 
H. Sun Siyam Building
Boduthakurufaanu Magu 
Male', Republic of Maldives","Hotels and Resorts Holding Pvt. Ltd.
H. Sun Siyam Building
Boduthakurufaanu Magu 
Male', Republic of Maldives",-,,unmatched,Resort,Kaafu,Olhuveli
1050,Sun Siyam Vilu Reef Maldives,resort,,,4.0,Dhaalu,,104,208,0,3329110,admin@suntravelmaldives.com.mv,,3333897,6760011,ecommerce.vilureef@sunsiyam.com,6760011,"Sun Investments Pvt. Ltd. 
H. Sun Siyam Building
Boduthakurufaanu Magu
Male', Republic of Maldives","Sun Investments Pvt. Ltd. 
H. Sun Siyam Building
Boduthakurufaanu Magu
Male', Republic of Maldives",-,,unmatched,Resort,Dhaalu,Meedhuffushi
1051,Sun View Residence,guesthouse,95.0,Kaashidhoo,11.0,Kaafu,"Diamond Hiyaa, Shaheedh Ibrahim Hingun",5,10,0,7725427,sunviewresidence2021@gmail.com,,,,,,"Abdulla Mufeedh Investment (SP)
Abdulla Mufeed 
Muraka
Kaashidhoo, Kaafu Atoll
Republic of Maldives","Abdulla Mufeed 
Muraka
Kaashidhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Kaashidhoo
1052,Suncoral Maldives,guesthouse,,,6.0,Gaafu Alifu,"Lavender, Mohamed Ameen Magu",4,8,0,7972220,blackplanet3481@gmail.com,suncoralmaldives.com,,,,,"Black Planet (SP)
Abdulla Shameem
Nasreenumaage
Kondey, Gaafu Alifu Atoll
Republic of Maldives","Abdulla Shameem 
Nasreenumaage
Kondey, Gaafu Alifu Atoll
Republic of Maldives",,,unmatched,Guest House,Gaafu Alifu,Kondey
1053,Sunkissed (Sailing Yacht Sunkissed),vessel,,,,,,3,6,0,"3321169 
7787056","office@blue-horizon.com.mv
hr@blue-horizon.com.mv",,3328797,,,,"Blue Horizon Pvt Ltd 
M. Mudhdhoo
Feeroazu Magu
Male', Republic of Maldives","V.A.M & Company Pvt Ltd 
M. Mudhdhoo 
Feeroazu Magu
Male', Republic of Maldives",,,no_island_provided,Vessel,,
1054,Sunny Breeze View,guesthouse,13.0,Hangnaameedhoo,2.0,Alifu Dhaalu,"Boagan Villa, Javaahiru Magu",6,12,0,7953772,sunnybreezeview@gmail.com,,,,,,"Sunny Breeze (P)
Boagan Villa
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","Mohamed Zahir 
Boagan Villa
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Hangnaameedhoo
1055,Sunny Canopy,guesthouse,,,11.0,Kaafu,"Hulhumale' Phase 2 ,Lot 20056, Nirolhu Magu",8,16,0,7999317,info@sunnycanopy.com,,,,,,"NaNaHu Travel & Trade Pvt Ltd 
M. Pink Night
Male', Republic of Maldives","Mohamed Ibrahim 
M. Pink Night
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
1056,Sunny Day Inn Maldives,guesthouse,134.0,Manadhoo,16.0,Noonu,"Ranthari, Chaandhanee Magu",3,6,0,9996892,,,soddam@gmail.com,,,,"Vertical Group (SP)
Ahmed Saddam 
Radium ge
Holhudhoo, Noonu Atoll
Republic of Maldives","Mohamed Abdul Rahman 
Radium ge 
Holhudhoo, Noonu Atoll
Republic of Maldives",,100.0,matched,Guest House,Noonu,Manadhoo
1057,Sunny Pavilion,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,"1. Noovilu, 2. Young Berry, 3. West, Kalaafanu Hingun",9,18,0,7779853,ibrahim@sunnysuitesinn.com,http://www.sunnypavilion.com/,-,,,,"Shenzhen Yuntang International Travel Co Pvt Ltd 
Hulhumale' Lot No 10107,
Dhigga Magu,
Male', Republic of Maldives","1. Land Owner of Noovilu:
Fathmath Siroma 
Musthareege, Thoddoo, Alifu Alifu Atoll, Republic of Maldives
2. Land Owner of Young Berry:
Mariyam Masitha 
Hikifinifenmaage, Thoddoo, Alifu Alifu Atoll, Republic of Maldives
3. Land Owner of West:
Hassan Vishaam 
Irumatheege, Thoddoo, Alifu Alifu Atoll, Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
1058,Sunny Stay Dhigurah,guesthouse,10.0,Dhigurah,2.0,Alifu Dhaalu,"Fares, Ocean Road",4,8,0,9702783,hudhaa003@gmail.com,,,,,,"HN HN (SP) | Hawwa Ibrahim 
Finivaage, Dhigurah, Alifu Dhaalu Atoll, Republic of Maldives","Hawwa Ibrahim 
Finivaage, 
Dhigurah, Alifu Dhaalu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Dhigurah
1059,Sunny Suites Inn,guesthouse,,,11.0,Kaafu,"Veli Muh, Hulhumale' Plot 10107, Dhiggaa Magu",7,14,0,7779853,reservations@sunnysuitesinn.com,-,-,,,,"Sunny Suites Maldives Pvt Ltd 
G. Ishaa, 
Husnuheena Magu
Male', Republic of Maldives","Ibrahim Thoyyib
Hulhumale', Velimuh, 
Male', Republic of Maldives",,,unmatched,Guest House,Kaafu,Male'
1060,Sunnyside Inn Thoddoo,guesthouse,7.0,Thoddoo,1.0,Alifu Alifu,"Kausar, Ameenee Magu",7,14,0,9923282,sunnysideinnthoddoo@gmail.com,http://www.sunnysideinnthoddoo.mv/,-,,,,"N N Cool Service (SP) | Ahmed Naseer 
Giriteege,
Thoddoo, Alifu Alifu Atoll,
Republic of Maldives","Hawwa Shizmeen 
Manzaruge,
Thoddoo, Alifu Alifu Atoll,
Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Thoddoo
1061,Sunrise Beach,guesthouse,96.0,Maafushi,11.0,Kaafu,1. Aalge 2. Iramaage,30,60,0,7360606,info@sunrisebeachmaldives.com,www.sunrisebeachmaldives.com,,,,,"Green Soft (SP)
Sabeeha Ismail 
White Waves
Maafushi, Kaafu Atoll
Republic of Maldives","Land Owner of Aalge, K. Maafushi:
Adam Naeem 
Aalge, K. Maafushi, Republic of Maldives 
 
Land Owner of Iramaage, K. Maafushi:
Abdul Gadhir Mohamed 
Aaniru, V. Fulidhoo, Republic of Maldives",,100.0,matched,Guest House,Kaafu,Maafushi
1062,Sunrise by White Sand Dhigurah,guesthouse,10.0,Dhigurah,2.0,Alifu Dhaalu,Silver Spring,13,26,0,7931474,reehan@whitesanddhigurah.com,,,,,,"Hudhuveli Dhigurah Pvt Ltd 
Karismaa 
Dhigurah, Alifu Dhaalu Atoll
Republic of Maldives","Musthafa Zakariyya
Silver Cloud 
Dhiugrah, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Dhigurah
1063,Sunrise Lagoon,guesthouse,90.0,Gaafaru,11.0,Kaafu,"White Rose, Koarudhoshu Magu",3,6,0,9589688,riyattey009@gamil.com,-,-,,,,"Sunrise Lagoon (SP) | Ahmed Riyas 
White Rose,
Gaafaru, Kaafu Atoll,
Republic of Maldives","Ibrahim Naseem 
White Rose,
Gaafaru, Kaafu Atoll, 
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Gaafaru
1064,Sunrise Stay,homestay,,,11.0,Kaafu,"Hulhumale' Lot no. 11011, 02nd Floor, Lansimoo Magu",3,6,0,9141404,hello@digitalcoral.mv,-,-,,,,"Digital Coral Pvt Ltd 
Hulhumale' Lot no. 11065, 06th Floor
Nirolhu Magu
Male', Republic of Maldives","Mohamed Mufeed 
Dhaftharu. No. Dh R 1363
Male', Republic of Maldives",,,unmatched,Home Stay,Kaafu,Male'
1065,Sunseasurf,guesthouse,97.0,Thulusdhoo,11.0,Kaafu,"Fandunuvaage, Rehendhi Hingun",14,28,0,7778985,sunseasandmaldives@gmail.com,http://www.sunseasandmaldives.mv/,-,,,,"Sunseasand Investment Pvt Ltd 
M. Hard Rock 2,
Shaheed Ali Hingun,
Male', Republic of Maldives","Ahmed Sameer 
Shehenaaz
Thulusdhoo, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Thulusdhoo
1066,Sunset Beach Stay,guesthouse,5.0,Mathiveri,1.0,Alifu Alifu,"Fine Beach, Buruzu Magu",5,10,0,7544080,mathiverisunset@gmail.com,www.sunsetbeachstay.com,-,,,,"Sand Pebbles Inn (SP) | Rilwan Easa
Almaas Villa, Mathiveri, Alifu Alifu Atoll, Republic of Maldives","Ali Fahumy 
Fine Beach, Mathiveri, Alifu Alifu Atoll, Republic of Maldives",,100.0,matched,Guest House,Alifu Alifu,Mathiveri
1067,Sunset Beach View Dhangethi,guesthouse,,,2.0,Alifu Dhaalu,"Nees,  Zamaanee Magu",4,8,0,7924241,sunsetbeachviewdhangethi@gmail.com,,,,,,"Sunset Beach View Dhangethi (SP)
Mohamed Mubaarik 
Nasru
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives","Hamida Ismail 
Nees
Dhangethi, Alifu Dhaalu Atoll
Republic of Maldives",,,unmatched,Guest House,Alifu Dhaalu,Dhangethi
1068,Sunset Holidays,guesthouse,94.0,Huraa,11.0,Kaafu,Dhunthari,5,10,0,7776894,sukey.sunset@gmail.com,www.sunsetholiday.com,,,,,"Sunset 
Abdul Shukoor Abdul Rasheed 
Dhunthari
Huraa, Kaafu Atoll
Republic of Maldives","Abdul Shukoor Abdul Rasheed 
Dhunthari
Huraa, Kaafu Atoll
Republic of Maldives",,100.0,matched,Guest House,Kaafu,Huraa
1069,Sunset Private Villa,guesthouse,,,7.0,Gaafu Dhaalu,Sunset,6,12,0,9996817,kappi6817@gmail.com,-,-,,,,"Guestbox Maldives Pvt Ltd 
H. Sosun Villa, Ground Floor, Hithigas Magu, Male', Republic of Maldives","Ahmed Saeed 
Sunset, Fiyoaree, Gaafu Dhaalu Atoll. Republic of Maldives",,,unmatched,Guest House,Gaafu Dhaalu,Fiyoaree
1070,Sunset Queen,vessel,,,,,Sunset Queen,7,15,0,3329110,shakir@sunhotelsandresorts.com,,3333897,,,,"Sun Travel and Tours Pvt Ltd 
H.Maley-Thila
Meheli Goalhi
Male', Republic of Maldives","Sun Travel and Tours Pvt Ltd 
H.Maley-Thila
Meheli Goalhi
Male', Republic of Maldives",,,no_island_provided,Vessel,,
1071,Sunset View Inn,guesthouse,13.0,Hangnaameedhoo,2.0,Alifu Dhaalu,"Feras, Sosun Magu",5,10,0,9158572,sunsetviewinn2021@gmail.com,,,,,,"M.C.S.S 
Abdulla Maseeh Ibrahim 
Feras
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives","Abdulla Maseeh Ibrahim 
Feras
Hangnaameedhoo, Alifu Dhaalu Atoll
Republic of Maldives",,100.0,matched,Guest House,Alifu Dhaalu,Hangnaameedhoo
1072,Sunsetvilla,guesthouse,100.0,Gan,12.0,Laamu,"Sunset, Sinaaee Sarahahdhu",4,8,0,7668022,maagahainvestment@gmail.com,,,,,,"Maagaha Investment 
Ibrahim Ali 
Dhaftharu No RS 2370
Male', Republic of Maldives","Ibrahim Ali 
Dhaftharu No RS 2370
Male', Republic of Maldives",,100.0,matched,Guest House,Laamu,Gan
